"title","link","processed_title","title_wordcnt","remove"
"What’s new around Nationals Park in 2017? Beer gardens, brewpubs and Shake Shack.","https://www.washingtonpost.com/news/going-out-guide/wp/2017/04/03/whats-new-around-nationals-park-in-2017-beer-gardens-brewpubs-and-shake-shack/","what’s new around nationals park  2017 beer gardens brewpubs  shake shack",13,FALSE
"Protesters hang ‘Impeach Trump’ banner at Nationals Park after Opening Day win","https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/04/03/protesters-hang-impeach-trump-banner-at-nationals-park-after-opening-day-win/","protesters hang ‘impeach trump’ banner  nationals park  opening day win",12,FALSE
"A $15 tax bill nearly cost a family their home. With Trump, it would have","https://www.theguardian.com/commentisfree/2017/apr/03/15-tax-bill-cost-family-their-home-trump"," 15 tax bill nearly cost  family  home  trump   ",15,FALSE
"War threats over Gibraltar are rightwing imperial fantasies","https://www.theguardian.com/commentisfree/2017/apr/03/war-threats-over-gibraltar-are-rightwing-imperial-fantasies","war threats  gibraltar  rightwing imperial fantasies",8,FALSE
"Working Class Hero by John Lennon","https://www.theguardian.com/us-news/2017/apr/03/working-class-hero-john-lennon-protest-playlist-no-5","working class hero  john lennon",6,FALSE
"Women resist Trump with monthly activism meet-ups","https://www.theguardian.com/us-news/2017/mar/31/trump-resistance-movement-solidarity-sundays-meetup","women resist trump  monthly activism meetups",7,FALSE
"Big corporations come at Trump on climate","https://www.theguardian.com/us-news/2017/mar/31/the-resistance-now-corporations-donald-trump-climate","big corporations come  trump  climate",7,FALSE
"Learn more about Guardian Labs content , ","https://www.theguardian.com/content-funding","learn   guardian labs content  ",7,FALSE
"Facing a Filibuster on Gorsuch, GOP Vows a Rule Change","https://www.wsj.com/articles/democrats-have-votes-to-block-neil-gorsuch-sparking-rule-change-fight-1491241190","facing  filibuster  gorsuch gop vows  rule change",10,FALSE
"Why Trump, Against His Instincts, Spared Iraq From the Travel Ban","https://www.wsj.com/articles/why-trump-against-his-instincts-spared-iraq-from-the-travel-ban-1491231782"," trump   instincts spared iraq   travel ban",11,FALSE
"Westech College suddenly shuts down. Help getting transcripts is available today","/business/la-fi-westech-college-20170403-story.html#nt=oft02a-15gp2","westech college suddenly shuts  help getting transcripts  available today",11,FALSE
"
                                            Beachgoers in Australia get up close and personal with shark
                                        ","javascript:void(0);","                                            beachgoers  australia get  close  personal  shark                                        ",10,FALSE
"Call her lucky: Lucy the dog rescued from 30-foot hole","javascript:void(0);","call  lucky lucy  dog rescued  30foot hole",10,FALSE
"Fire hits Dubai high-rise complex near world's tallest tower","javascript:void(0);","fire hits dubai highrise complex near worlds tallest tower",9,FALSE
"
								11 killed in Russian subway bomb blast
							","http://abcnews.go.com/International/dead-train-car-explosion-st-petersburg-russia/story?id=46540044","								11 killed  russian subway bomb blast							",7,FALSE
"
											Witness describes chaotic scene after St. Petersburg subway blast
										","http://abcnews.go.com/International/witness-describes-chaotic-scene-st-petersburg-subway-blast/story?id=46550604","											witness describes chaotic scene  st petersburg subway blast										",9,FALSE
"
								Walmart footage is best lead in Tennessee abduction case, expert says
							","http://abcnews.go.com/US/walmart-footage-best-lead-tennessee-abduction-case-expert/story?id=46541095","								walmart footage  best lead  tennessee abduction case expert says							",11,FALSE
"
											Photos from 'possible' sighting aren't missing teen, ex-teacher
										","http://abcnews.go.com/US/police-report-sighting-missing-tennessee-teen/story?id=46537343","											photos  possible sighting arent missing teen exteacher										",8,FALSE
"
											'Still in disbelief': Family holds candlelight vigil for missing Tennessee teen  
										","http://abcnews.go.com/US/video/disbelief-family-holds-candlelight-vigil-missing-tennessee-teen-46537792","											still  disbelief family holds candlelight vigil  missing tennessee teen  										",11,FALSE
"Georgetown hires star alumnus Patrick Ewing to replace John Thompson III as men’s basketball coach","https://www.washingtonpost.com/news/sports/wp/2017/04/03/georgetown-university-hires-star-alumnus-patrick-ewing-to-replace-john-thompson-iii-as-mens-basketball-coach/","georgetown hires star alumnus patrick ewing  replace john thompson iii  men’s basketball coach",15,FALSE
"Looking back at the first time Ewing committed to Georgetown","https://www.washingtonpost.com/news/dc-sports-bog/wp/2017/04/03/looking-back-at-the-first-time-patrick-ewing-committed-to-georgetown/?utm_term=.8bbe6df77cb2","looking back   first time ewing committed  georgetown",10,FALSE
"Maryland mom of missing kids still mentally unfit for trial but getting better, attorney says","https://www.washingtonpost.com/local/public-safety/attorney-maryland-mom-of-missing-kids-still-mentally-unfit-for-trial-but-getting-better/2017/04/03/f8794aa8-1876-11e7-9887-1a5314b56a08_story.html","maryland mom  missing kids still mentally unfit  trial  getting better attorney says",15,FALSE
"Nonprofit wants 25 new or revamped D.C. city or charter schools in five years","https://www.washingtonpost.com/local/education/local-nonprofit-wants-25-new-or-revamped-dc-public-schools-in-five-years/2017/04/03/0beb677e-1557-11e7-9e4f-09aa75d3ec57_story.html","nonprofit wants 25 new  revamped dc city  charter schools  five years",14,FALSE
"Wizards call out Warriors for being ‘disrespectful’ at the end of blowout","https://www.washingtonpost.com/news/wizards-insider/wp/2017/04/03/wizards-find-warriors-to-be-disrespectful-at-the-end-of-the-blowout-loss/","wizards call  warriors   ‘disrespectful’   end  blowout",12,FALSE
" United States Citizenship and Immigration Services »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=United+States+Citizenship+and+Immigration+Services&ict=clu_bl"," united states citizenship  immigration services��",7,FALSE
" Presidency of Donald Trump »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=Presidency+of+Donald+Trump&ict=clu_bl"," presidency  donald trump��",5,FALSE
"Read about our approach to external linking.","/help/web/links/","read   approach  external linking",7,FALSE
"Fox News commentator is latest to accuse former chairman of sexual harassment","https://www.theguardian.com/media/2017/apr/03/fox-news-roger-ailes-sexual-harassment-lawsuit-julie-roginsky","fox news commentator  latest  accuse former chairman  sexual harassment",12,FALSE
"Protesting Trump's policy? You might be accidentally helping him","https://www.theguardian.com/us-news/2017/apr/03/donald-trump-immigration-deportation-protest-secret-agenda","protesting trumps policy  might  accidentally helping ",9,FALSE
"Tesla lets out self-driving car data – when it suits","https://www.theguardian.com/technology/2017/apr/03/the-customer-is-always-wrong-tesla-lets-out-self-driving-car-data-when-it-suits","tesla lets  selfdriving car data –   suits",10,FALSE
"Tesla, on a Hot Streak, Passes Ford in Investor Value","https://www.wsj.com/articles/tesla-on-a-hot-streak-passes-ford-in-investor-value-1491226526","tesla   hot streak passes ford  investor value",10,FALSE
"Russian Probe of St. Petersburg Subway Blast Focuses on Terror","https://www.wsj.com/articles/blast-hits-subway-in-st-petersburg-russia-at-least-10-killed-1491223127","russian probe  st petersburg subway blast focuses  terror",10,FALSE
"Tech Founders Want IPO Riches Without Those Pesky Shareholders","https://www.wsj.com/articles/control-geeks-tech-founders-want-ipo-investors-not-their-input-1491236464","tech founders want ipo riches without  pesky shareholders",9,FALSE
"The Rising Retirement Perils of 401(k) ‘Leakage’","https://www.wsj.com/articles/the-rising-retirement-perils-of-401-k-leakage-1491171015"," rising retirement perils  401k ‘leakage’",7,FALSE
"SpaceX rocket lifts payload to International Space Station, then lands on barge","/business/86492952-132.html#nt=oft02a-15gp4","spacex rocket lifts payload  international space station  lands  barge",12,FALSE
"Washington may be shaking its head, but Devin Nunes is still a hometown hero","/politics/la-na-pol-devin-nunes-20170404-htmlstory.html#nt=oft07a-17gp1","washington may  shaking  head  devin nunes  still  hometown hero",14,FALSE
"
								Skee-Ball star strives for greatness after controversial setback
							","javascript:void(0);","								skeeball star strives  greatness  controversial setback							",8,FALSE
"
											Meet the youths at the heart of the Standing Rock protests against the Dakota Access pipeline
										","http://abcnews.go.com/US/video/revealing-documentary-youth-heart-standing-rock-protests-dakota-45674446","											meet  youths   heart   standing rock protests   dakota access pipeline										",16,FALSE
"
											Bowling legend's decades-long fight for recognition of perfection
										","http://abcnews.go.com/Entertainment/video/bowling-legends-decades-long-fight-recognition-perfection-43605173","											bowling legends decadeslong fight  recognition  perfection										",8,FALSE
"
		                                        Nixon biographer details parallels with Trump presidency
		                                    ","http://abcnews.go.com/Politics/nixon-biographer-details-parallels-trump-presidency/story?id=46543968","		                                        nixon biographer details parallels  trump presidency		                                    ",7,FALSE
"
		                                        Tensions flare over immigration enforcement between local police, Trump's DHS
		                                    ","http://abcnews.go.com/Politics/tensions-flare-immigration-enforcement-local-police-trumps-dhs/story?id=46540813","		                                        tensions flare  immigration enforcement  local police trumps dhs		                                    ",10,FALSE
"
		                                        Trump steps up effort to dispute and distract on Russia
		                                    ","http://abcnews.go.com/Politics/wireStory/trump-recycles-campaign-fodder-distract-russia-46545198","		                                        trump steps  effort  dispute  distract  russia		                                    ",10,FALSE
"
		                                        Schiff: Trump's calling news 'fake' should set off 'alarm bells'
		                                    ","http://abcnews.go.com/Politics/schiff-trumps-calling-news-fake-set-off-alarm/story?id=46524480","		                                        schiff trumps calling news fake  set  alarm bells		                                    ",10,FALSE
"
		                                        Sen. McCain calls Michael Flynn's request for immunity 'unusual'
		                                    ","http://abcnews.go.com/Politics/sen-mccain-calls-michael-flynns-request-immunity-unusual/story?id=46525263","		                                        sen mccain calls michael flynns request  immunity unusual		                                    ",9,FALSE
"9 things to do around D.C. this week","https://www.washingtonpost.com/news/going-out-guide/wp/2017/04/03/9-things-to-do-in-the-d-c-area-the-week-of-april-3-7/","9 things   around dc  week",8,FALSE
"Former D.C. Council member Sharon Ambrose dies at 77","https://www.washingtonpost.com/local/former-dc-council-member-sharon-ambrose-dies/2017/04/03/114437dc-18bd-11e7-9887-1a5314b56a08_story.html","former dc council member sharon ambrose dies  77",9,FALSE
"Amtrak expands popular Acela service","https://www.washingtonpost.com/news/dr-gridlock/wp/2017/04/03/amtrak-expands-acela-service/","amtrak expands popular acela service",5,FALSE
"Former Virginia governor on shortlist for ambassador to Germany","https://www.washingtonpost.com/news/post-politics/wp/2017/04/03/former-virginia-gov-jim-gilmore-on-shortlist-for-ambassador-to-germany/","former virginia governor  shortlist  ambassador  germany",9,FALSE
"The one thing these senators can agree on: They’re about to do something very bad","https://www.washingtonpost.com/opinions/the-one-thing-these-senators-can-agree-on-theyre-about-to-do-something-very-bad/2017/04/03/3f099112-18b8-11e7-bcc2-7d1a0973e7b2_story.html"," one thing  senators can agree  they’re    something  bad",15,FALSE
"Republicans’ 2018 doomsday scenario","https://www.washingtonpost.com/blogs/right-turn/wp/2017/04/03/republicans-2018-doomsday-scenario/","republicans’ 2018 doomsday scenario",4,FALSE
" United States Citizenship and Immigration Services »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=United+States+Citizenship+and+Immigration+Services&ict=clu_bl"," united states citizenship  immigration services��",7,FALSE
"Exec says advertising problem is 'very, very, very small'","https://www.theguardian.com/technology/2017/apr/03/google-advertising-problem-extremist-material-youtube","exec says advertising problem     small",9,FALSE
"Democrat alleges joint effort to distract from Trump-Russia inquiry","https://www.theguardian.com/us-news/2017/apr/02/adam-schiff-devin-nunes-trump-russia","democrat alleges joint effort  distract  trumprussia inquiry",9,FALSE
"Tony Blair attacks Labour for providing 'zero' opposition","https://www.theguardian.com/politics/2017/apr/03/tony-blair-lambasts-ultra-left-takeover-of-labour-party","tony blair attacks labour  providing zero opposition",8,FALSE
"EU at odds with Trump administration over Assad's role","https://www.theguardian.com/global-development/2017/apr/03/eu-at-odds-trump-administration-bashar-al-assad-role-syria-brussels-aid-conference","eu  odds  trump administration  assads role",9,FALSE
"British PM hopes to set example of female potential in Saudi Arabia","https://www.theguardian.com/politics/2017/apr/03/theresa-may-hopes-example-female-potential-saudi-arabia","british pm hopes  set example  female potential  saudi arabia",12,FALSE
"Rate of Indigenous child removal 'unique', UN investigator says","https://www.theguardian.com/australia-news/2017/apr/04/australia-rate-indigenous-child-removal-unique-un-investigator","rate  indigenous child removal unique un investigator says",9,FALSE
"Jean-Michel Jarre to play anti-Donald Trump Dead Sea concert","https://www.theguardian.com/world/2017/apr/03/jean-michel-jarre-anti-donald-trump-dead-sea-concert","jeanmichel jarre  play antidonald trump dead sea concert",9,FALSE
"Search continues for missing after mud deluge kills hundreds","https://www.theguardian.com/world/2017/apr/03/colombia-landslide-flood-missing-children-mocoa","search continues  missing  mud deluge kills hundreds",9,FALSE
"Digital Clue Links North Korea to Theft at New York Fed","https://www.wsj.com/articles/north-korean-link-found-to-theft-at-new-york-fed-security-firm-says-1491242401","digital clue links north korea  theft  new york fed",11,FALSE
"The Tournament Heroes Betrayed by History","https://www.wsj.com/articles/the-tournament-heroes-that-history-betrayed-1491244571"," tournament heroes betrayed  history",6,FALSE
"GM Once Again Owns Corporate Aircraft","https://www.wsj.com/articles/gm-ceo-mary-barra-compensation-totaled-22-6-million-in-2016-1491254167","gm   owns corporate aircraft",6,FALSE
"Tribalism Spreads in D.C.","https://www.wsj.com/articles/a-new-tribalism-spreads-in-donald-trumps-washington-1491229525","tribalism spreads  dc",4,FALSE
"China’s Yuan Takes a Twist Ahead of Trump-Xi Meeting","https://www.wsj.com/articles/chinas-currency-takes-a-twist-ahead-of-trump-xi-meeting-1491218548","china’s yuan takes  twist ahead  trumpxi meeting",9,FALSE
"The NHL Extinguishes Its Olympic Torch","https://www.wsj.com/articles/the-nhl-extinguishes-its-olympic-torch-1491251136"," nhl extinguishes  olympic torch",6,FALSE
"Trump's erratic style could undermine China's agreement to stop hacking U.S. businesses","/politics/la-fg-us-china-cyber-20170403-story.html#nt=oft07a-17gp1","trumps erratic style  undermine chinas agreement  stop hacking us businesses",12,FALSE
"9th Circuit puts Trump's travel ban on fast-track review","/nation/la-na-9thcircuit-travel-ban-20170403-story.html#nt=oft07a-17gp1","9th circuit puts trumps travel ban  fasttrack review",9,FALSE
"India banned a movie about four women because it was 'lady-oriented.' It plays in L.A. this week","/entertainment/movies/la-et-mn-lipstick-burkha-indian-film-fest-20170403-story.html#nt=oft07a-18gp1","india banned  movie  four women    ladyoriented  plays  la  week",17,FALSE
"In China, a jailed killer became an online folk hero — and that could lead to his release","/world/asia/la-fg-china-folk-hero-2017-story.html#nt=oft07a-18gp1"," china  jailed killer became  online folk hero —    lead   release",18,FALSE
"Moreno appears headed for victory in Ecuador's presidential runoff, but his rival wants a recount","/world/mexico-americas/la-fg-ecuador-election-20170402-story.html#nt=oft07a-18gp1","moreno appears headed  victory  ecuadors presidential runoff   rival wants  recount",15,FALSE
"
		                                        Congress rolls back rules on hunting, broadband privacy
		                                    ","http://abcnews.go.com/Politics/wireStory/gop-congress-rolls-back-rules-hunting-broadband-privacy-46523108","		                                        congress rolls back rules  hunting broadband privacy		                                    ",8,FALSE
"
		                                        'Bathroom bill' compromise angers Democratic gov's allies
		                                    ","http://abcnews.go.com/US/wireStory/bathroom-bill-compromise-angers-democratic-govs-allies-46523458","		                                        bathroom bill compromise angers democratic govs allies		                                    ",7,FALSE
"
		                                        City council to vote on Trump impeachment resolution
		                                    ","http://abcnews.go.com/Politics/massachusetts-city-council-vote-trump-impeachment-resolution-monday/story?id=46521789","		                                        city council  vote  trump impeachment resolution		                                    ",8,FALSE
"
		                                        Judge to Trump: No protection for speech inciting violence
		                                    ","http://abcnews.go.com/Politics/wireStory/judge-denies-trumps-free-speech-defense-protester-case-46516350","		                                        judge  trump  protection  speech inciting violence		                                    ",9,FALSE
"
		                                        Ivanka Trump, Jared Kushner worth up to $740 million
		                                    ","http://abcnews.go.com/Politics/ivanka-trump-jared-kushner-worth-740-million-part/story?id=46510855","		                                        ivanka trump jared kushner worth   740 million		                                    ",9,FALSE
"
		                                        Nunes met by about 300 protesters upon returning to his district
		                                    ","http://abcnews.go.com/Politics/devin-nunes-met-300-angry-protesters-returning-california/story?id=46509806","		                                        nunes met   300 protesters upon returning   district		                                    ",11,FALSE
"Serving a president who feels no one else’s pain","https://www.washingtonpost.com/opinions/serving-a-president-who-feels-no-one-elses-pain/2017/04/03/e3002d90-188f-11e7-855e-4824bbb5d748_story.html","serving  president  feels  one else’s pain",9,FALSE
"Anatomy of a fake scandal, ginned up by right-wing media and Trump","https://www.washingtonpost.com/blogs/plum-line/wp/2017/04/03/anatomy-of-a-fake-scandal-ginned-up-by-right-wing-media-and-trump/","anatomy   fake scandal ginned   rightwing media  trump",12,FALSE
"The Democrats’ best argument for filibustering Gorsuch","https://www.washingtonpost.com/blogs/plum-line/wp/2017/04/03/the-democrats-best-argument-for-filibustering-gorsuch/"," democrats’ best argument  filibustering gorsuch",7,FALSE
"The Guesstimator: Predict the Gorsuch nomination vote and win a prize!","https://www.washingtonpost.com/blogs/post-partisan/wp/2017/04/03/the-guesstimator-predict-the-gorsuch-nomination-vote-and-win-a-prize/"," guesstimator predict  gorsuch nomination vote  win  prize",11,FALSE
"White House violated protocol by announcing Jared Kushner trip to Iraq before he had landed","https://www.washingtonpost.com/news/post-politics/wp/2017/04/02/jared-kushner-is-traveling-with-joint-chiefs-chairman-in-iraq/","white house violated protocol  announcing jared kushner trip  iraq    landed",15,FALSE
" Sacred Heart University »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=Sacred+Heart+University&ict=clu_bl"," sacred heart university��",4,FALSE
"Nightclub shut down over Muslim call to prayer remix","https://www.theguardian.com/world/2017/apr/03/tunisian-nightclub-shut-over-muslim-call-to-prayer-remix-orbit-festival","nightclub shut   muslim call  prayer remix",9,FALSE
"Huge cargo ship feared sunk in Atlantic","https://www.theguardian.com/world/2017/apr/03/stellar-daisy-search-crew-huge-cargo-ship-feared-sunk-in-atlantic-ocean","huge cargo ship feared sunk  atlantic",7,FALSE
"The absurd history of British-Spanish rivalry","https://www.theguardian.com/politics/2017/apr/03/absurd-history-british-spanish-rivalry-henry-viii-gibraltar"," absurd history  britishspanish rivalry",6,FALSE
"Conservatives and liberals united only by interest in dinosaurs, study shows","https://www.theguardian.com/science/2017/apr/03/conservatives-and-liberals-united-only-by-interest-in-dinosaurs-study-shows","conservatives  liberals united   interest  dinosaurs study shows",11,FALSE
"Why cinema can't get enough of cyberpunk","https://www.theguardian.com/film/filmblog/2017/apr/03/digital-love-why-cinema-cant-get-enough-of-cyberpunk"," cinema cant get enough  cyberpunk",7,FALSE
"Why Your Extra-Safe Car Costs More to Insure","https://www.wsj.com/articles/why-your-extra-safe-car-costs-more-to-insure-1491211803","  extrasafe car costs   insure",8,FALSE
"Share Bikes Come to China, Where Some of Them Meet Grisly Fates","https://www.wsj.com/articles/braking-bad-thieves-and-pranksters-lay-waste-to-chinas-share-bikes-1491230284","share bikes come  china     meet grisly fates",12,FALSE
"Veg-O-Matic Maker Files for IPO. But Wait, There’s More...","https://www.wsj.com/articles/veg-o-matic-maker-files-to-go-public-but-wait-theres-more-1491211805","vegomatic maker files  ipo  wait there’s ",9,FALSE
"Warren Buffett Helps Launch Cherry Coke in China","http://blogs.wsj.com/moneybeat/2017/04/03/warren-buffett-helps-launch-cherry-coke-in-china/","warren buffett helps launch cherry coke  china",8,FALSE
"Contributor Sues Fox News, Claiming Harassment by Roger Ailes","https://www.wsj.com/articles/fox-news-contributor-files-lawsuit-claiming-harassment-by-roger-ailes-1491244451","contributor sues fox news claiming harassment  roger ailes",9,FALSE
"Google to Allow ‘Brand Safety’ Monitoring by Outside Firms","https://www.wsj.com/articles/google-to-allow-brand-safety-monitoring-by-outside-firms-1491256676","google  allow ‘brand safety’ monitoring  outside firms",9,FALSE
"Trades Change With Political Tide","https://www.wsj.com/articles/trades-change-with-political-tide-1491260071","trades change  political tide",5,FALSE
"Active Managers Stage a Comeback","https://www.wsj.com/articles/active-managers-stage-a-comeback-1491134403","active managers stage  comeback",5,FALSE
"Donald Trump's train-wreck presidency","http://www.latimes.com/projects/la-ed-our-dishonest-president/#nt=oft02a-2la1","donald trumps trainwreck presidency",4,FALSE
"Why a mom's Facebook warning about human traffickers...","/opinion/op-ed/la-oe-powers-ikea-mom-sex-trafficking-20170331-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","  moms facebook warning  human traffickers",8,FALSE
"Angelenos: Don't send an apathetic message to...","/opinion/opinion-la/la-ol-election-day-34th-congressional-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","angelenos dont send  apathetic message ",7,FALSE
"Why Dodger Stadium should be the model for all sports...","/opinion/op-ed/la-oe-podair-dodger-stadium-financing-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It"," dodger stadium    model   sports",10,FALSE
"
		                                        Trump's directive on airstrikes in Somalia could fuel terrorism recruitment, experts warn
		                                    ","http://abcnews.go.com/US/trumps-directive-offensive-airstrikes-somalia-fuel-terrorism-recruitment/story?id=46490369","		                                        trumps directive  airstrikes  somalia  fuel terrorism recruitment experts warn		                                    ",12,FALSE
"Lawmakers fail to override veto of Medicaid expansion","http://abcnews.go.com/Politics/wireStory/kansas-lawmakers-fail-override-veto-medicaid-expansion-46546036","lawmakers fail  override veto  medicaid expansion",8,FALSE
"LGBT law being argued in federal appeals court","http://abcnews.go.com/US/wireStory/mississippi-lgbt-law-argued-federal-appeals-court-46537447","lgbt law  argued  federal appeals court",8,FALSE
"Don't look for Congress to quickly pass overhaul of tax code","http://abcnews.go.com/Politics/wireStory/congress-pass-tax-overhaul-quickly-46537547","dont look  congress  quickly pass overhaul  tax code",11,FALSE
"Trump plugs away at his central goal: Undoing Obama's work","http://abcnews.go.com/Politics/wireStory/bit-bit-trump-methodically-undoing-obama-policies-46537689","trump plugs away   central goal undoing obamas work",10,FALSE
"IOC denies covering up 2008 Olympic doping cases","http://abcnews.go.com/Sports/wireStory/ioc-denies-covering-2008-olympic-doping-cases-46537868","ioc denies covering  2008 olympic doping cases",8,FALSE
"Trump: US prepared to deal with N. Korea on its own","http://abcnews.go.com/Politics/wireStory/trump-us-prepared-deal-north-korea-46537446","trump us prepared  deal  n korea   ",11,FALSE
"Messy web of ties, some to Trump, in Turkish mogul's case","http://abcnews.go.com/Politics/wireStory/messy-ties-trump-turkish-businessmans-case-46537655","messy web  ties   trump  turkish moguls case",11,FALSE
"Japan envoy recalled over statue flap to return to S. Korea","http://abcnews.go.com/International/wireStory/japan-envoy-recalled-statue-flap-return-korea-46537344","japan envoy recalled  statue flap  return  s korea",11,FALSE
"Leftist claims win in Ecuador election; rival cries foul","http://abcnews.go.com/International/wireStory/leftist-claims-win-ecuador-election-rival-cries-foul-46536988","leftist claims win  ecuador election rival cries foul",9,FALSE
"Uber driver shot while dropping off rider","http://abcnews.go.com/US/wireStory/uber-driver-shot-dropping-off-rider-north-carolina-46541679","uber driver shot  dropping  rider",7,FALSE
"
								2nd teen suspect in Facebook assault case turns himself in
							","http://abcnews.go.com/US/wireStory/chicago-teen-suspected-facebook-sex-assault-set-court-46539792","								2nd teen suspect  facebook assault case turns  							",10,FALSE
"
											Southeast set for more severe weather after tornado, flooding kills 3
										","http://abcnews.go.com/US/southeast-set-severe-weather-tornado-flooding-kills/story?id=46538286","											southeast set   severe weather  tornado flooding kills 3										",11,FALSE
"Foreign tech workers on edge as lottery opens for ‘high skilled’ H-1B visas","https://www.washingtonpost.com/news/wonk/wp/2017/04/03/this-one-group-gets-70-percent-of-high-skilled-foreign-worker-visas/","foreign tech workers  edge  lottery opens  ‘high skilled’ h1b visas",13,FALSE
"‘It was hand-to-hand combat’: New details emerge about 2014 Russian hack of the State Department","https://www.washingtonpost.com/world/national-security/new-details-emerge-about-2014-russian-hack-of-the-state-department-it-was-hand-to-hand-combat/2017/04/03/d89168e0-124c-11e7-833c-503e1f6394c9_story.html","‘  handtohand combat’ new details emerge  2014 russian hack   state department",15,FALSE
"The left and right agree: Fox News destroyed EPA chief Scott Pruitt over climate change","https://www.washingtonpost.com/news/the-fix/wp/2017/04/03/the-left-and-right-agree-fox-news-destroyed-epa-chief-scott-pruitt-over-climate-change/"," left  right agree fox news destroyed epa chief scott pruitt  climate change",15,FALSE
"These stunning timelapse photos show the effects of climate change","https://www.washingtonpost.com/news/energy-environment/wp/2017/04/03/you-cant-deny-climate-change-once-you-see-these-images/?utm_term=.4d3c20142cd4"," stunning timelapse photos show  effects  climate change",10,FALSE
"‘He translated the anger of street protests into political action’","https://www.theguardian.com/culture/2017/apr/03/darcus-howe-race-britain-black-politics-tribute","‘ translated  anger  street protests  political action’",10,FALSE
"Here's how to find out which apps will die with Apple's latest update","https://www.theguardian.com/technology/2017/apr/03/ios-11-apple-latest-update-older-apps-stop-working","heres   find   apps will die  apples latest update",13,FALSE
"30 secrets about your favourite TV shows","https://www.theguardian.com/tv-and-radio/2017/apr/03/facts-sopranos-24-breaking-bad-friends-sherlock-simpsons","30 secrets   favourite tv shows",7,FALSE
"British babies cry the most, Danish babies the least. Why?","https://www.theguardian.com/society/shortcuts/2017/apr/03/danish-babies-cry-parenting-denamrk","british babies cry   danish babies  least ",10,FALSE
"So can you crack the perfect profile picture?","https://www.theguardian.com/technology/shortcuts/2017/apr/03/twitter-egg-perfect-profile-picture-trolls"," can  crack  perfect profile picture",8,FALSE
"Introducing our new archaeology and anthropology blog","https://www.theguardian.com/science/2017/apr/03/the-first-shovelful-introducing-our-new-archaeology-and-anthropology-blog","introducing  new archaeology  anthropology blog",7,FALSE
"Dollars Are Now Flowing (Almost) Normally Again","https://www.wsj.com/articles/hurrah-dollars-are-now-flowing-almost-normally-again-1491228610","dollars  now flowing almost normally ",7,FALSE
"This Volatility Warning Has a Different Ring to It Today","https://www.wsj.com/articles/this-volatility-warning-has-a-different-ring-to-it-today-1491251347"," volatility warning   different ring   today",10,FALSE
"Revised Trust Allows Donald Trump to Withdraw Funds Without Public Disclosure","https://www.wsj.com/articles/revised-trust-allows-donald-trump-to-withdraw-funds-without-public-disclosure-1491240970","revised trust allows donald trump  withdraw funds without public disclosure",11,FALSE
"Colombia Pledges Aid for Landslide Survivors","https://www.wsj.com/articles/colombia-searches-for-survivors-of-flood-landslide-1491158783","colombia pledges aid  landslide survivors",6,FALSE
"A Clear Winner in Syria’s Civil War: Hezbollah","https://www.wsj.com/articles/syrias-civil-war-produces-a-clear-winner-hezbollah-1491173790"," clear winner  syria’s civil war hezbollah",8,FALSE
"That Crazy Golf Ruling: Fair or Too Much?","https://www.wsj.com/articles/that-crazy-golf-ruling-fair-or-too-much-1491232878"," crazy golf ruling fair   much",8,FALSE
"California plans to fix its transportation infrastructure by...","/opinion/editorials/la-ed-road-funding-20170401-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","california plans  fix  transportation infrastructure ",8,FALSE
"Michael Flynn's immunity request is hypocritical but...","/opinion/opinion-la/la-ol-flynn-immunity-20170331-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","michael flynns immunity request  hypocritical ",7,FALSE
"The death penalty doesn't bring closure so much as it...","/opinion/editorials/la-ed-death-penaty-dekraai-becerra-20170331-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It"," death penalty doesnt bring closure  much  ",10,FALSE
"
											MLB mascots dance their way to opening day
										","http://abcnews.go.com/Sports/video/mlb-mascots-dance-opening-day-38002419","											mlb mascots dance  way  opening day										",8,FALSE
"
											Major league baseball's most notable opening-day foods
										","http://abcnews.go.com/GMA/video/major-league-baseballs-notable-opening-day-foods-46523559","											major league baseballs  notable openingday foods										",7,FALSE
"
		                                        Tearful reunion between a boy and his neighbor's dog after a year apart
		                                    ","http://abcnews.go.com/Lifestyle/tearful-reunion-boy-neighbors-dog-year/story?id=46541117","		                                        tearful reunion   boy   neighbors dog   year apart		                                    ",13,FALSE
"
		                                        JK Rowling gives 'words of wisdom' to emerging writers 
		                                    ","http://abcnews.go.com/Entertainment/jk-rowling-words-wisdom-emerging-writers/story?id=46542556","		                                        jk rowling gives words  wisdom  emerging writers 		                                    ",9,FALSE
